method,afri_only,afri_only,least_family_en_10,least_family_en_10,least_family_en_20,least_family_en_20,least_family_en_5,least_family_en_5,least_same_script_10,least_same_script_10,least_same_script_20,least_same_script_20,least_same_script_5,least_same_script_5,least_uriel_10,least_uriel_10,least_uriel_en_10,least_uriel_en_10,least_uriel_en_20,least_uriel_en_20,least_uriel_en_40,least_uriel_en_40,least_uriel_en_5,least_uriel_en_5,most_distinct_script_10,most_distinct_script_10,most_distinct_script_18,most_distinct_script_18,most_distinct_script_5,most_distinct_script_5,most_family_en_10,most_family_en_10,most_family_en_20,most_family_en_20,most_family_en_25,most_family_en_25,most_family_en_5,most_family_en_5,most_same_script_10,most_same_script_10,most_same_script_20,most_same_script_20,most_same_script_41,most_same_script_41,most_same_script_5,most_same_script_5,most_uriel_10,most_uriel_10,most_uriel_5,most_uriel_5,most_uriel_en_10,most_uriel_en_10,most_uriel_en_20,most_uriel_en_20,most_uriel_en_40,most_uriel_en_40,most_uriel_en_5,most_uriel_en_5,nllb_only,nllb_only,opus_only,opus_only,random_langs_with_seed_10,random_langs_with_seed_10,random_langs_with_seed_20,random_langs_with_seed_20,random_langs_with_seed_40,random_langs_with_seed_40,random_langs_with_seed_5,random_langs_with_seed_5,xt_afri,xt_afri,xt_only,xt_only
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amh,0.6491666666666667,0.006161409170227386,0.6566666666666666,0.005892556509887895,0.6689999999999999,0.008708233651742083,0.6759999999999999,0.009617692030835658,0.6759999999999999,0.010381607668264983,0.6666666666666666,0.00849836585598799,0.6729166666666666,0.00416666666666667,0.6683333333333333,,0.6759999999999999,0.007601169500660888,0.6743333333333333,0.0034560735588879477,0.6637500000000001,0.011892652571448748,0.6758333333333333,0.0110134597786661,0.656,0.009472181492255228,0.6519999999999999,0.015652475842498535,0.6677777777777778,0.008221471437193739,0.6604166666666667,0.004589642122738404,0.6626666666666667,0.014366241293006626,0.665,0.009354143466934877,0.6583333333333334,0.012801909579780989,0.6725,0.005692750425533115,0.6675,0.007993052538854514,0.6676666666666666,0.011155467020454356,0.6683333333333333,0.006871842709362753,0.6783333333333333,,0.68,,0.6583333333333333,0.012190615698606515,0.658,0.010890872835136421,0.6726666666666666,0.010178954323068331,0.6675,0.009670497325294024,0.67,,0.6716666666666666,,0.6673333333333333,0.011937336386313323,0.662,0.01340605170146016,0.6654166666666667,0.009166666666666667,0.6693333333333333,0.017543596489254364,0.65625,0.006718548123582144,0.6694444444444444,0.006735753140545588
ar,0.6913772455089819,0.0037084947425129375,0.6879840319361278,0.004156779477221295,0.7005489021956088,0.005133984487246325,0.697445109780439,0.005569899530669281,0.7012375249500998,0.005686696455730301,0.696566866267465,0.0063691110396941605,0.6992415169660678,0.0015095944432087175,0.7011976047904191,,0.6992814371257485,0.0036874863238017786,0.699121756487026,0.00566071524076807,0.6956487025948104,0.005560951320137741,0.7023952095808383,0.003088979549010405,0.6946906187624751,0.0028459742311597734,0.6927345309381238,0.00363580401566904,0.6935728542914171,0.0028452742005916974,0.6905389221556886,0.00328766206864423,0.6906586826347305,0.006266638642641769,0.6889021956087824,0.009036869661934871,0.6952894211576846,0.0031197802730442,0.6979241516966068,0.004142858703112057,0.6966067864271457,0.005932879819441878,0.6959081836327345,0.0012031364817049021,0.6976047904191617,0.004113261880525276,0.6904191616766467,,0.6908183632734531,,0.6856686626746507,0.004407970221462581,0.6891816367265469,0.0033262142055842927,0.6947305389221557,0.003350678573691544,0.694810379241517,0.003082523994307524,0.7049900199600798,,0.6954091816367265,,0.6956487025948104,0.0028557566413539843,0.6970059880239521,0.0017476946821774488,0.6909780439121757,0.005512379987099843,0.7007584830339322,0.003057868596969678,0.688502994011976,0.004611599239140348,0.6966067864271457,0.00635752826691935
avg,0.6016079091816368,0.003028118942199585,0.5965715444111777,0.001810394136275804,0.5907717689620758,0.001271757163220596,0.5900615643712575,0.0028701024077801684,0.5904884605788423,0.0019578062351477883,0.5997750124750499,0.0008730209917353882,0.5912273577844311,0.0028844910421716463,0.5904896457085829,,0.5890375971541765,0.004050985042601539,0.5914721749682452,0.004765144409518812,0.5919518463073853,0.005001640964886067,0.589860982580294,0.004346710528535895,0.5890051147704591,0.0025844836416134935,0.5894154815369262,0.002588617300032605,0.5893598428143714,0.0016754681357439166,0.5919584580838323,0.0033980970606184912,0.5934976297405189,0.002440829903078638,0.5927448852295409,0.0011585132889655391,0.5902175648702596,0.001844107763597226,0.5939542789421158,0.0026462911131810408,0.5903567864271457,0.0026588296450786057,0.6009663173652694,0.0006658064341864265,0.5890429765469062,0.002922714425798053,0.6006429565112201,,0.5989269944958567,,0.5919558383233532,0.0029032955326175345,0.5958999500998005,0.0015781583219805408,0.5994204091816367,0.002599096829635767,0.5906959830339321,0.002940322416815183,0.6086860653692616,,0.5971837574850298,,0.595245758483034,0.00606358330335842,0.5957422654690618,0.005059051442790811,0.5961105913173653,0.003211930294378709,0.5988253474112382,0.005785201765803184,0.5970174650698603,0.002064212928231719,0.596754241516966,0.0032842229080036894
bg,0.7594411177644711,0.0035577127610809467,0.7581636726546905,0.0020089401421295432,0.7591616766467066,0.002515286866590526,0.7627145708582834,0.001993011723172305,0.7625548902195609,0.00400347656298124,0.7594011976047904,0.004118746877429523,0.7619161676646706,0.002928083165012765,0.7634730538922155,,0.758632734530938,0.003380961010373013,0.7630738522954091,0.004823571246943923,0.7593213572854292,0.0021000811876347256,0.7613972055888224,0.0029826798183661724,0.7591616766467066,0.0022118794694123635,0.7608383233532934,0.0028347529977879185,0.7615568862275449,0.0028001082501796794,0.7596007984031936,0.0016971937460663934,0.759001996007984,0.0024713448541766087,0.7586826347305389,0.006059125443776641,0.7615169660678642,0.0037538749745287736,0.7621956087824351,0.004392578268584646,0.7613972055888223,0.0015499615695263268,0.7604790419161677,0.0025922501315739747,0.7605189620758483,0.0019372591710260473,0.7634730538922155,,0.7588822355289421,,0.7595209580838324,0.0034265126702997697,0.7574451097804391,0.0018477903091470376,0.7602794411177645,0.001950580866835551,0.7618363273453094,0.003607753372788512,0.7622754491017965,,0.7620758483033933,,0.7592814371257485,0.0056225812459095,0.7610778443113773,0.00525636490309926,0.758562874251497,0.002393545662901618,0.7630738522954091,0.001338962860778336,0.7595608782435129,0.00403815650283676,0.7599600798403193,0.004033220482775484
de,0.7459481037924152,0.0029953423524637264,0.7473852295409181,0.0021571666404960528,0.7521357285429142,0.0018369781021706473,0.7533333333333333,0.0017707189713546928,0.7521357285429142,0.0037960902457895456,0.7497804391217564,0.004878187977247548,0.7553293413173653,0.00201290255257143,0.7512974051896207,,0.7524950099800399,0.003939272326544961,0.7556487025948104,0.0044439762941634,0.7539321357285429,0.0038507955257027354,0.7541716566866267,0.0029253606324249337,0.7542914171656687,0.0010655766718593624,0.755369261477046,0.002389380798665933,0.7517365269461077,0.0017135469885296937,0.7511776447105788,0.0034589154023443487,0.7514970059880239,0.00461677984280251,0.7514171656686626,0.005627185130168835,0.7542914171656687,0.005448041542497504,0.7520459081836327,0.001632786585736301,0.7494610778443114,0.005847315524259288,0.7522155688622755,0.0041356399161274525,0.749061876247505,0.0025065600919681745,0.7510978043912175,,0.7495009980039921,,0.7462674650698602,0.004871649943849202,0.7526546906187626,0.003080584689935418,0.7489021956087825,0.0024769807676628193,0.751377245508982,0.004394845171903482,0.745309381237525,,0.7544910179640718,,0.7534131736526947,0.002389380798665925,0.7515968063872256,0.004449799762396731,0.7481437125748502,0.0040622563049549434,0.7514570858283433,0.0024175603878067533,0.7481437125748502,0.0027851285800489563,0.7534930139720559,0.0032615039198339675
el,0.7399600798403194,0.0020227746203845833,0.7386427145708583,0.005125117327652216,0.7431137724550899,0.002762146208203204,0.744061876247505,0.004114472434889209,0.7438323353293412,0.0042332313106764755,0.7399600798403194,0.0031159468328009073,0.741566866267465,0.007033155364040879,0.7451097804391218,,0.7442714570858284,0.006367547031360864,0.7475548902195609,0.0034509394515610963,0.7468063872255489,0.004039964865804479,0.7458283433133733,0.002115203479718793,0.7385229540918165,0.004388948787883404,0.7452095808383233,0.005922237873978381,0.7416367265469062,0.002418384228480807,0.7431536926147705,0.0034148657546496015,0.7422355289421158,0.003138877249630143,0.7422355289421158,0.005136764454242559,0.7406387225548903,0.0033595844419035807,0.74,0.0046288453697798364,0.741437125748503,0.0034761497661556402,0.7403193612774451,0.004872876493306935,0.7423552894211577,0.0028973071751156646,0.7489021956087825,,0.7437125748502994,,0.735249500998004,0.002810759137814751,0.7388423153692615,0.0029082870616452907,0.7417964071856288,0.005194608381699111,0.7416766467065868,0.005419446550593272,0.7427145708582834,,0.7417165668662674,,0.7419560878243513,0.004267911300887526,0.7435129740518962,0.0019196990081508526,0.7421157684630739,0.0036804568691788165,0.7462275449101796,0.0008058534626022038,0.7401996007984032,0.004300922490719687,0.7428343313373253,0.003588931146066753
eng,0.8383333333333333,0.007264831572567752,0.8383333333333333,0.008975274678557537,0.8375,0.011344765475923412,0.842,0.00616891850777395,0.84375,0.005159493228057402,0.8316666666666667,0.006804138174397747,0.84125,0.005159493228057435,0.8383333333333334,,0.8433333333333334,0.006666666666666692,0.8475,0.009077852576871234,0.8433333333333334,0.013402597868683164,0.8433333333333334,0.0068041381743977,0.8433333333333334,0.009646530752325213,0.845,0.007817359599705738,0.8433333333333334,0.007453559924999291,0.8366666666666667,0.01092906420717,0.8375,0.0051818772517159585,0.8443333333333334,0.00821583836257748,0.8393333333333333,0.004503085362035415,0.8403333333333334,0.00701189465598753,0.8375,0.0044095855184410025,0.8420833333333333,0.00762245707445118,0.8366666666666667,0.005270462766947294,0.8283333333333334,,0.835,,0.8366666666666667,0.006236095644623278,0.8429166666666666,0.012123973801552897,0.8413333333333334,0.013509256086106295,0.84125,0.004589642122738419,0.835,,0.83,,0.8433333333333334,0.008897565210026116,0.844,0.009761033642897553,0.8433333333333334,0.012801909579780982,0.8408333333333333,0.0021516574145596925,0.8393333333333335,0.009902300518341975,0.849,0.007870479302078372
es,0.7730938123752494,0.0020810237954456486,0.7757684630738523,0.00285645410299371,0.7760878243512974,0.0028696736664791246,0.7772455089820359,0.0014113907808114877,0.7774850299401198,0.002123662447627991,0.7735329341317365,0.003392039247305057,0.7762475049900199,0.0022845355573372673,0.7776447105788423,,0.7758483033932135,0.003499186638005242,0.7794011976047904,0.002917860569517686,0.778003992015968,0.0029348784472196365,0.7756487025948104,0.00227579925169488,0.7797205588822356,0.0019839957907847442,0.7782035928143712,0.0033973205156576885,0.7774451097804391,0.0015525298588926096,0.7762874251497006,0.001804152740674922,0.7776047904191616,0.002988684548382389,0.7763273453093812,0.0031704499336626417,0.7774051896207584,0.003057868596969686,0.774810379241517,0.0025302894954564183,0.7768862275449101,0.0037165432828544943,0.7769960079840319,0.002212929922762838,0.7738023952095808,0.003641916991768141,0.7798403193612774,,0.7714570858283433,,0.7722155688622754,0.0015422310396871807,0.7753293413173653,0.001052409287542036,0.7762974051896208,0.0016082011929836094,0.7744111776447106,0.0035296058840530993,0.7776447105788423,,0.7750499001996008,,0.7786826347305389,0.0013493368288347532,0.7758882235528942,0.0061137825556768985,0.773692614770459,0.007227643855493286,0.7768463073852295,0.0020306377194985827,0.7765269461077844,0.002986017270253207,0.7755289421157685,0.004048010486504351
