method,afri_only,afri_only,least_family_en_10,least_family_en_10,least_family_en_20,least_family_en_20,least_family_en_5,least_family_en_5,least_same_script_10,least_same_script_10,least_same_script_20,least_same_script_20,least_same_script_5,least_same_script_5,least_uriel_en_10,least_uriel_en_10,least_uriel_en_20,least_uriel_en_20,least_uriel_en_40,least_uriel_en_40,least_uriel_en_5,least_uriel_en_5,most_distinct_script_10,most_distinct_script_10,most_distinct_script_18,most_distinct_script_18,most_distinct_script_5,most_distinct_script_5,most_family_en_10,most_family_en_10,most_family_en_20,most_family_en_20,most_family_en_25,most_family_en_25,most_family_en_5,most_family_en_5,most_same_script_10,most_same_script_10,most_same_script_20,most_same_script_20,most_same_script_41,most_same_script_41,most_same_script_5,most_same_script_5,most_uriel_en_10,most_uriel_en_10,most_uriel_en_20,most_uriel_en_20,most_uriel_en_40,most_uriel_en_40,most_uriel_en_5,most_uriel_en_5,random_langs_with_seed_10,random_langs_with_seed_10,random_langs_with_seed_20,random_langs_with_seed_20,random_langs_with_seed_40,random_langs_with_seed_40,random_langs_with_seed_5,random_langs_with_seed_5,xt_afri,xt_afri,xt_only,xt_only
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amh,0.6499999999999999,0.009428090415820576,0.6549999999999999,0.007637626158259773,0.6644444444444444,0.008552669065744778,0.6783333333333333,0.010408329997330611,0.6811111111111111,0.010715167512214413,0.6655555555555556,0.00838870492807866,0.6758333333333333,0.0035355339059327017,0.6777777777777777,0.005853140973807059,0.6755555555555555,0.0034694433324435857,0.665,0.014240006242195912,0.6738888888888889,0.012619796324000598,0.6588888888888889,0.011706281947614205,0.6555555555555556,0.020971762320196593,0.6725,0.0011785113019776065,0.6622222222222223,0.0034694433324436126,0.6616666666666666,0.018027756377319903,0.6672222222222223,0.012056963563450407,0.6622222222222223,0.010715167512214404,0.6716666666666667,0.006666666666666682,0.668888888888889,0.009179284245476814,0.6677777777777778,0.01575271875417536,0.6694444444444444,0.006735753140545608,0.6611111111111111,0.01584064158820356,0.6572222222222223,0.010844011831079548,0.6716666666666667,0.014240006242195891,0.6661111111111112,0.011344765475923493,0.6705555555555556,0.015122952876462465,0.6622222222222223,0.013471506281091242,0.6627777777777778,0.009179284245476814,0.6738888888888889,0.010183501544346343,0.6549999999999999,0.007637626158259773,0.6699999999999999,0.009428090415820576
ar,0.6925482368596141,0.004077592400810234,0.6861610113107118,0.004648313632656959,0.7001330671989354,0.006204770955174616,0.693812375249501,0.003212270846193863,0.7040585495675317,0.0018970828249345597,0.6998669328010645,0.005793009860556279,0.6982035928143713,0.0003992015968063978,0.697804391217565,0.0030728152332017,0.700266134397871,0.006172582751081335,0.6931470392548237,0.00415981344839403,0.7026613439787092,0.001697584939743581,0.6953426480372588,0.0031956912730600213,0.6932801064537591,0.0036222641620269357,0.6946107784431138,0.003193612774451099,0.6923486360612109,0.002605026207645005,0.6882900864936793,0.00736722554158367,0.6910179640718562,0.011922702214026373,0.696540252827678,0.002962800276541862,0.6962741184298071,0.004808404914212808,0.6936127744510978,0.005997995689148439,0.6963406520292748,0.0010242717444005531,0.6986027944111776,0.0044048056867692495,0.6870259481037925,0.004794575708369043,0.6912840984697272,0.001524476279093742,0.6953426480372588,0.004428859412014051,0.6952095808383234,0.003896052154878929,0.694544244843646,0.00324517588775971,0.6974051896207585,0.0019040702623092285,0.6919494344644045,0.005408899291204921,0.7013306719893547,0.0015244762790937994,0.6861610113107118,0.004648313632656959,0.6996007984031936,0.006544349824652711
avg,0.6006717814371257,0.0038728240763489757,0.596222866766467,0.0024115120913641005,0.590540897371923,0.00014659919862203508,0.5899124667332003,0.003630377830794735,0.5899132984031936,0.0023395442595151856,0.5994205339321358,0.0006437636455818984,0.5905696939454425,0.00330890206539302,0.5874085163007319,0.0008886322671502576,0.5892467149035262,0.0011085877714250626,0.5890170700266134,0.0007975509470555989,0.5885658890552229,0.002208005781135053,0.5890451388888889,0.0029079371476982215,0.590767007651364,0.0021327315157308557,0.5900879491017964,0.0004003388126084866,0.5908212741184298,0.003716048459553154,0.5923644377910845,0.002326135516869555,0.5927907726214239,0.0014789435497343964,0.5906860237857618,0.0017413927845527904,0.5936274326347306,0.0036532237395294556,0.588826617598137,0.0022166684390336933,0.6014212200598802,0.00022521719489326548,0.5875609198270126,0.002527296100840666,0.5914054183300067,0.0018229150481465283,0.5950868055555557,0.0012119779967653583,0.5985090236194278,0.0023024991865418865,0.5917550316034598,0.0032326301828660042,0.595209372920825,0.0032080069322182173,0.5959775241184299,0.006295403294813383,0.5967580464071857,0.0025529584415173996,0.5986524866932802,0.0026823481646692546,0.596222866766467,0.0024115120913641005,0.5987872172322022,0.0019264954620086072
bg,0.7597471723220227,0.004437845946946716,0.7573519627411843,0.0023134183167949295,0.7595475715236194,0.003441787666367924,0.7612774451097805,0.0003992015968063978,0.7633399866932802,0.005452914568107173,0.7600133067198934,0.004428859412013991,0.7624750499001997,0.00346294442572805,0.7599467731204258,0.0026050262076449207,0.7622754491017965,0.005931200781678175,0.7592149035262808,0.00249567522734679,0.7608117099135064,0.000755676426586851,0.7595475715236194,0.002198630957000385,0.7600798403193613,0.003696658518453535,0.7599467731204258,0.002339107895042881,0.7587491683300067,0.0007009749669229559,0.758416500332668,0.0014019499338459606,0.7608117099135062,0.007340136742141188,0.7640053226879574,0.0020387962004051277,0.7596806387225549,0.0033578051579363087,0.7610113107119094,0.0019993318963827974,0.7616766467065869,0.001214124257544619,0.7605455755156353,0.001329007608478974,0.7618097139055223,0.0015503899132043885,0.7572188955422489,0.0011695539475214194,0.7594145043246839,0.0019993318963828517,0.7610778443113771,0.00480287801018603,0.7593479707252162,0.006816691158532627,0.7638722554890219,0.0041245465708127415,0.7600798403193613,0.000528094074064813,0.7623419827012642,0.0006097905116375107,0.7573519627411843,0.0023134183167949295,0.7622089155023287,0.0031580690050048827
de,0.7466400532268795,0.0038926420429301516,0.7466400532268795,0.0024956752273467757,0.7530272787757818,0.001811132081013478,0.7524284763805721,0.0016009593367287424,0.7540918163672655,0.0009146857674561645,0.7524284763805721,0.0021342667907312957,0.7560212907518297,0.0022076726577560774,0.7542914171656686,0.004322636292955577,0.7576180971390553,0.004733247215391164,0.7540918163672655,0.005403986575122119,0.7558216899534265,0.002597368103252539,0.7546240851630074,0.0011695539475213722,0.755222887558217,0.003183199923860453,0.7515635395874917,0.0007009749669230191,0.7523619427811045,0.0032081339856929137,0.7502994011976049,0.005201123441435197,0.7544244843646041,0.004383650408524052,0.756220891550233,0.004415345315512194,0.7513639387890884,0.001099315478500249,0.7500998003992017,0.0025009908355572387,0.75395874916833,0.004464697024566193,0.7500332667997339,0.002479660033743746,0.7443113772455089,0.004413841195109023,0.7532268795741851,0.004155021955022215,0.7504324683965402,0.0015113528531736859,0.7516300731869595,0.003226708091279321,0.7546906187624751,0.002222660424283396,0.7506986027944111,0.004986026346026664,0.7496340652029274,0.004235740264110977,0.7522954091816367,0.0026101191278686433,0.7466400532268795,0.0024956752273467757,0.7556220891550233,0.0018111320810134215
el,0.7399201596806387,0.00139720558882242,0.7377910844976713,0.0030028700190011175,0.7437125748502994,0.0027729429120658226,0.7446440452428477,0.0048331977707689,0.74604125083167,0.003682260572726935,0.7409846972721225,0.003902863440069817,0.7403858948769129,0.008113553537771729,0.7425149700598803,0.0015968063872255078,0.7466400532268795,0.00358356167917372,0.7449767132401863,0.002096600300277954,0.7465069860279442,0.00268535410121238,0.7361942781104457,0.0038203266054439304,0.7476380572188955,0.004150224929807243,0.7427145708582835,0.0010561881481295,0.7429807052561545,0.004791805077852534,0.7431137724550898,0.003977017733567129,0.7439787092481703,0.005840952828659588,0.7427145708582835,0.0025009908355572465,0.7397205588822354,0.0017400794185791573,0.7410512308715901,0.004733247215391131,0.739853626081171,0.00514851420416585,0.7431803060545575,0.0030684903679574532,0.7352628077178975,0.003493489179727242,0.7386560212907519,0.0027967863681947784,0.7407850964737192,0.005706395646677773,0.7407185628742515,0.007303862061290188,0.743779108449767,0.00481254592681977,0.744045242847638,0.0024391620465500606,0.7428476380572189,0.0028878954642994913,0.7457085828343314,0.00019960079840315725,0.7377910844976713,0.0030028700190011175,0.7451763140385895,0.0019386297118207953
eng,0.833888888888889,0.002545875386086576,0.833888888888889,0.00917928424547682,0.8322222222222222,0.005091750772173109,0.8438888888888889,0.007876359377087711,0.8461111111111111,0.002545875386086546,0.8300000000000001,0.00726483157256782,0.8375,0.0011785113019776065,0.8444444444444444,0.006309898162000322,0.8444444444444444,0.00822147143719379,0.8458333333333334,0.0035355339059327017,0.8416666666666667,0.007264831572567785,0.8466666666666667,0.010929064207170033,0.8455555555555555,0.009477067838462222,0.846111111111111,0.005091750772173167,0.8322222222222222,0.005357583756107269,0.84,0.007071067811865481,0.8477777777777779,0.009179284245476826,0.8416666666666667,0.004409585518440992,0.8377777777777778,0.004194352464039291,0.8383333333333334,0.0050000000000000044,0.8441666666666667,0.00824957911384297,0.8372222222222222,0.006938886664887109,0.8344444444444444,0.005357583756107179,0.8416666666666667,0.01452966314513559,0.8377777777777778,0.01710533813148959,0.8427777777777777,0.004194352464039291,0.8405555555555555,0.009765775461803853,0.8494444444444444,0.006735753140545608,0.8361111111111111,0.006938886664887101,0.8416666666666667,0.0016666666666667052,0.833888888888889,0.00917928424547682,0.85,0.0016666666666666635
es,0.7733200266134398,0.002908515368515525,0.774517631403859,0.0012195810232749971,0.7751164337990685,0.0030554790427691617,0.7777777777777778,0.0011349781842470014,0.776513639387891,0.0023391078950428298,0.775515635395875,0.002658015216957843,0.7758483033932135,0.0027001495525885767,0.7743512974051896,0.0018348080150548838,0.780439121756487,0.003598354566331314,0.7764471057884231,0.0024282485150890942,0.776513639387891,0.0018111320810134566,0.7793080505655355,0.002597368103252633,0.7785096473719229,0.0036277593826255674,0.7773785761809714,0.0019993318963828057,0.7752495009980039,0.0015589320710391993,0.77624750499002,0.0028993690711245613,0.7781104457751163,0.002597368103252624,0.7787757817697938,0.001443947732149688,0.7742514970059879,0.003357805157936351,0.7761809713905522,0.004526730191130833,0.7783433133732536,0.0009879735465680173,0.7735861610113107,0.004428859412014011,0.7729208250166334,0.0008066770228198623,0.7759813705921491,0.0006097905116375198,0.7749500998003992,0.0004234172342433743,0.7745841650033266,0.004971355646898915,0.7782435129740519,0.0001996007984031989,0.7791084497671324,0.00479180507785251,0.7751829673985363,0.0007009749669229651,0.776979374584165,0.0024956752273467622,0.774517631403859,0.0012195810232749971,0.7779108449767133,0.0032081339856929137
